assembly_accession,bioproject,biosample,wgs_master,refseq_category,taxid,species_taxid,organism_name,infraspecific_name,isolate,version_status,assembly_level,release_type,genome_rep,seq_rel_date,asm_name,asm_submitter,gbrs_paired_asm,paired_asm_comp,ftp_path,excluded_from_refseq,relation_to_type_material,asm_not_live_date,assembly_type,group,genome_size,genome_size_ungapped,gc_percent,replicon_count,scaffold_count,contig_count,annotation_provider,annotation_name,annotation_date,total_gene_count,protein_coding_gene_count,non_coding_gene_count,pubmed_id
GCF_001006045.1,PRJNA224116,SAMN02988852,na,reference genome,113653,113653,Geoglobus ahangari,strain=234,na,latest,Complete Genome,Major,Full,11/05/2015,ASM100604v1,Michigan State University,GCA_001006045.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/006/045/GCF_001006045.1_ASM100604v1,na,assembly from type material,na,haploid,archaea,1770093,1770093,53,1,1,1,NCBI RefSeq,GCF_001006045.1-RS_2024_05_02,02/05/2024,2090,2026,51,na
GCF_900095295.1,PRJNA224116,SAMEA4378819,na,reference genome,118062,118062,Methanobacterium congolense,na,Buetzberg,latest,Complete Genome,Major,Full,08/09/2016,MCBB,CEBITEC,GCA_900095295.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/095/295/GCF_900095295.1_MCBB,na,na,na,haploid,archaea,2469575,2469575,38.5,2,2,2,NCBI RefSeq,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),12/02/2024,2398,2335,58,na
GCF_019669965.1,PRJNA224116,SAMD00171896,na,reference genome,118126,118126,Methanoculleus chikugoensis,strain=MG62,na,latest,Complete Genome,Major,Full,02/06/2021,ASM1966996v1,"Soil Biology and Chemistry, Department of Applied Biosciences, Graduate School of Bioagricultural Sciences, Nagoya University",GCA_019669965.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/019/669/965/GCF_019669965.1_ASM1966996v1,na,assembly from type material,na,haploid,archaea,2622259,2622259,62,1,1,1,NCBI RefSeq,GCF_019669965.1-RS_2024_04_28,28/04/2024,2643,2586,53,na
GCF_031165565.1,PRJNA224116,SAMN29933361,na,reference genome,121872,121872,Natrinema thermotolerans,strain=A29,na,latest,Complete Genome,Major,Full,06/09/2023,ASM3116556v1,Wuhan University,GCA_031165565.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/031/165/565/GCF_031165565.1_ASM3116556v1,na,assembly from synonym type material,na,haploid,archaea,4432143,4432143,65,4,4,4,NCBI RefSeq,GCF_031165565.1-RS_2024_05_12,12/05/2024,4578,4456,73,na
GCF_002214525.1,PRJNA224116,SAMN03324166,na,na,122420,122420,Thermococcus sp. P6,strain=P6,na,latest,Complete Genome,Major,Full,05/07/2017,ASM221452v1,Ecole Normale Superieure de Lyon,GCA_002214525.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/214/525/GCF_002214525.1_ASM221452v1,na,na,na,haploid,archaea,1522818,1522818,55,1,1,1,NCBI RefSeq,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),05/03/2024,1669,1603,52,na
GCF_017357525.1,PRJNA224116,SAMN03254450,na,reference genome,126734,126734,Methanofollis aquaemaris,strain=N2F9704,na,latest,Complete Genome,Major,Full,16/03/2021,ASM1735752v1,National Chung Hsing University,GCA_017357525.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/017/357/525/GCF_017357525.1_ASM1735752v1,na,assembly from type material,na,haploid,archaea,2746416,2746416,59.5,1,1,1,NCBI RefSeq,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),23/12/2023,2595,2533,56,11594621
GCF_025397995.1,PRJNA224116,SAMN30825859,na,reference genome,145261,145261,Methanothermobacter wolfeii,strain=DSM 2970,na,latest,Complete Genome,Major,Full,24/09/2022,ASM2539799v1,NEB,GCA_025397995.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/025/397/995/GCF_025397995.1_ASM2539799v1,na,assembly from type material,na,haploid,archaea,1706705,1706705,48.5,1,1,1,NCBI RefSeq,GCF_025397995.1-RS_2024_10_11,11/10/2024,1886,1812,49,na
GCF_027555045.1,PRJNA224116,SAMN16605913,na,na,145262,145262,Methanothermobacter thermautotrophicus,strain=Z-245,na,latest,Complete Genome,Major,Full,03/01/2023,ASM2755504v1,University of Tuebingen,GCA_027555045.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/027/555/045/GCF_027555045.1_ASM2755504v1,na,na,na,haploid,archaea,1769813,1769813,49.5,2,2,2,NCBI RefSeq,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),21/02/2024,1873,1815,48,na
GCF_027555065.1,PRJNA224116,SAMN16623210,na,na,145263,145263,Methanothermobacter marburgensis,strain=Marburg,na,latest,Complete Genome,Major,Full,03/01/2023,ASM2755506v1,University of Tuebingen,GCA_027555065.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/027/555/065/GCF_027555065.1_ASM2755506v1,na,assembly from type material,na,haploid,archaea,1639146,1639146,48.5,2,2,2,NCBI RefSeq,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),21/02/2024,1788,1723,49,na
GCF_000265525.1,PRJNA224116,SAMN02603492,na,reference genome,163003,163003,Thermococcus cleftensis,strain=CL1,na,latest,Complete Genome,Major,Full,11/06/2012,ASM26552v1,Kyung Hee University,GCA_000265525.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/265/525/GCF_000265525.1_ASM26552v1,na,assembly from type material,na,haploid,archaea,1950313,1950313,56,1,1,1,NCBI RefSeq,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),03/03/2024,2123,2064,52,22887670
GCF_963665055.1,PRJNA224116,SAMEA114301965,na,na,176306,176306,uncultured Methanobacterium sp.,na,ac387dc6-a7b2-4ec9-b929-065393db3f1a,latest,Complete Genome,Major,Full,17/11/2023,piHetPala1.Methanobacterium_sp_1.1,WELLCOME SANGER INSTITUTE,GCA_963665055.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/963/665/055/GCF_963665055.1_piHetPala1.Methanobacterium_sp_1.1,derived from metagenome,na,na,haploid,archaea,3226019,3226019,38,11,11,11,NCBI RefSeq,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),14/01/2024,3008,2935,57,na
GCF_963667985.1,PRJNA224116,SAMEA114406824,na,na,176309,176309,uncultured Methanocorpusculum sp.,na,0282024d-21ef-4c6f-9dc0-f34adc49ac06,latest,Complete Genome,Major,Full,17/11/2023,piMetSpec1.Methanocorpusculum_sp_1.1,WELLCOME SANGER INSTITUTE,GCA_963667985.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/963/667/985/GCF_963667985.1_piMetSpec1.Methanocorpusculum_sp_1.1,derived from metagenome,na,na,haploid,archaea,1760986,1760986,50,1,1,1,NCBI RefSeq,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),14/01/2024,1951,1868,66,na
GCF_000007225.1,PRJNA224116,SAMN02604075,na,reference genome,178306,13773,Pyrobaculum aerophilum str. IM2,strain=IM2,na,latest,Complete Genome,Major,Full,24/01/2002,ASM722v1,UCLA/CalTech,GCA_000007225.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/007/225/GCF_000007225.1_ASM722v1,na,assembly from type material,na,haploid,archaea,2222430,2222430,51.5,1,1,1,NCBI RefSeq,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),27/11/2023,2637,2562,49,11792869
GCF_022870485.1,PRJNA224116,SAMN27257334,na,reference genome,179637,179637,Halococcus dombrowskii,strain=H4,na,latest,Complete Genome,Major,Full,11/04/2022,ASM2287048v1,MacLea Lab & Binomica Labs collaboration,GCA_022870485.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/022/870/485/GCF_022870485.1_ASM2287048v1,na,assembly from type material,na,haploid,archaea,3965466,3965466,62,6,6,6,NCBI RefSeq,GCF_022870485.1-RS_2024_04_26,26/04/2024,4060,3877,66,na
GCF_963678545.1,PRJNA224116,SAMEA114407642,na,na,183759,183759,uncultured Methanomethylovorans sp.,na,1bea500b-d65c-4789-84bd-533d56c43360,latest,Complete Genome,Major,Full,18/11/2023,piPlaSpea1.Methanomethylovorans_sp_1.1,WELLCOME SANGER INSTITUTE,GCA_963678545.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/963/678/545/GCF_963678545.1_piPlaSpea1.Methanomethylovorans_sp_1.1,derived from metagenome,na,na,haploid,archaea,3328399,3328399,40,4,4,4,NCBI RefSeq,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),14/01/2024,3289,3176,62,na
GCF_000007305.1,PRJNA224116,SAMN02604284,na,na,186497,2261,Pyrococcus furiosus DSM 3638,strain=DSM 3638,na,latest,Complete Genome,Major,Full,27/02/2002,ASM730v1,Utah Genome Center,GCA_000007305.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/007/305/GCF_000007305.1_ASM730v1,na,assembly from type material,na,haploid,archaea,1908256,1908256,41,1,1,1,NCBI RefSeq,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),26/10/2023,2149,2027,68,11210495;11115105;10430560
GCF_000008645.1,PRJNA224116,SAMN02603244,na,na,187420,145262,Methanothermobacter thermautotrophicus str. Delta H,strain=Delta H,na,latest,Complete Genome,Major,Full,22/12/1999,ASM864v1,Genome Therapeutics Corporation,GCA_000008645.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/008/645/GCF_000008645.1_ASM864v1,na,assembly from type material,na,haploid,archaea,1751377,1751377,49.5,1,1,1,NCBI RefSeq,GCF_000008645.1-RS_2024_03_29,29/03/2024,1902,1807,48,9371463
GCF_002214565.1,PRJNA224116,SAMN03324164,na,reference genome,187880,187880,Thermococcus radiotolerans,strain=EJ2,na,latest,Complete Genome,Major,Full,05/07/2017,ASM221456v1,Ecole Normale Superieure de Lyon,GCA_002214565.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/214/565/GCF_002214565.1_ASM221456v1,na,assembly from type material,na,haploid,archaea,1868990,1868990,55.5,1,1,1,NCBI RefSeq,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),05/03/2024,2066,2005,51,na
GCF_000007345.1,PRJNA224116,SAMN03081414,na,reference genome,188937,2214,Methanosarcina acetivorans C2A,strain=C2A,na,latest,Complete Genome,Major,Full,03/04/2002,ASM734v1,Broad Institute,GCA_000007345.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/007/345/GCF_000007345.1_ASM734v1,na,assembly from type material,na,haploid,archaea,5751492,5751492,42.5,1,1,1,NCBI RefSeq,GCF_000007345.1-RS_2024_05_15,15/05/2024,4915,4690,68,11932238
GCF_000007185.1,PRJNA224116,SAMN02603235,na,reference genome,190192,2320,Methanopyrus kandleri AV19,strain=AV19,na,latest,Complete Genome,Major,Full,03/04/2002,ASM718v1,Fidelity Systems,GCA_000007185.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/007/185/GCF_000007185.1_ASM718v1,na,assembly from type material,na,haploid,archaea,1694969,1694969,61,1,1,1,NCBI RefSeq,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),03/03/2024,1824,1775,40,11930014
GCF_000007065.1,PRJNA224116,SAMN02603290,na,na,192952,2209,Methanosarcina mazei Go1,strain=Go1,na,latest,Complete Genome,Major,Full,20/05/2002,ASM706v1,Gottingen Genomics Laboratory,GCA_000007065.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/007/065/GCF_000007065.1_ASM706v1,na,na,na,haploid,archaea,4096345,4096345,41.5,1,1,1,NCBI RefSeq,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),21/11/2023,3504,3364,68,12125824
GCF_946300405.1,PRJNA224116,SAMEA110471153,na,na,195522,195522,Thermococcus nautili,strain=33-3,na,latest,Complete Genome,Major,Full,13/06/2023,Thermococcus_nautili_33-3,Genoscope CEA,GCA_946300405.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/946/300/405/GCF_946300405.1_Thermococcus_nautili_33-3,na,na,na,haploid,archaea,2116557,2116557,54,2,2,2,NCBI RefSeq,GCF_946300405.1-RS_2024_06_13,13/06/2024,2427,2368,52,na
GCF_025914035.1,PRJNA224116,SAMN31309218,na,reference genome,204050,204050,Methanoculleus submarinus,strain=DSM 15122,na,latest,Complete Genome,Major,Full,31/10/2022,ASM2591403v1,National Chung Hsing University,GCA_025914035.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/025/914/035/GCF_025914035.1_ASM2591403v1,na,assembly from type material,na,haploid,archaea,2462514,2462514,62,1,1,1,NCBI RefSeq,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),22/11/2023,2503,2446,53,na
GCF_036967215.1,PRJNA224116,SAMN39979237,na,reference genome,207809,207809,Sulfolobus tengchongensis,strain=RT2,na,latest,Complete Genome,Major,Full,05/04/2024,ASM3696721v1,"Laboratory of Cellular Immunotherapy, neo-TCR Therapeutics",GCA_036967215.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/036/967/215/GCF_036967215.1_ASM3696721v1,na,na,na,haploid,archaea,2774215,2774215,34,2,2,2,NCBI RefSeq,GCF_036967215.1-RS_2024_04_05,05/04/2024,2831,2731,51,na
GCF_000970205.1,PRJNA224116,SAMN03074583,na,reference genome,213585,2209,Methanosarcina mazei S-6,strain=S-6,na,latest,Complete Genome,Major,Full,07/04/2015,ASM97020v1,University of Illinois at Urbana-Champaign,GCA_000970205.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/970/205/GCF_000970205.1_ASM97020v1,na,assembly from type material,na,haploid,archaea,4142816,4142816,41.5,1,1,1,NCBI RefSeq,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),01/02/2024,3577,3424,68,na
GCF_963665675.1,PRJNA224116,SAMEA114406603,na,na,218300,218300,uncultured Methanolobus sp.,na,82c844d6-9b60-41bf-bd6e-2fdc373d5e6f,latest,Complete Genome,Major,Full,17/11/2023,piMetPara1.Methanolobus_sp_1.1,WELLCOME SANGER INSTITUTE,GCA_963665675.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/963/665/675/GCF_963665675.1_piMetPara1.Methanolobus_sp_1.1,derived from metagenome,na,na,haploid,archaea,3515989,3515989,40.5,2,2,2,NCBI RefSeq,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),14/01/2024,3229,3114,64,na
GCF_021233435.1,PRJNA224116,SAMN23798384,na,reference genome,223182,223182,Halobacterium noricense,strain=JCM 15102,na,latest,Complete Genome,Major,Full,20/12/2021,ASM2123343v1,Jiangsu University,GCA_021233435.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/021/233/435/GCF_021233435.1_ASM2123343v1,na,assembly from type material,na,haploid,archaea,3316796,3316796,65,3,3,3,NCBI RefSeq,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),18/02/2024,3555,3419,54,na
GCF_000008665.1,PRJNA224116,SAMN02603985,na,reference genome,224325,2234,Archaeoglobus fulgidus DSM 4304,strain=DSM 4304,na,latest,Complete Genome,Major,Full,22/12/1999,ASM866v1,TIGR,GCA_000008665.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/008/665/GCF_000008665.1_ASM866v1,na,assembly from type material,na,haploid,archaea,2178400,2178400,48.5,1,1,1,NCBI RefSeq,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),24/04/2023,2553,2477,51,9389475
GCF_024508235.1,PRJNA224116,SAMN29883558,na,reference genome,224402,224402,Halococcus qingdaonensis,strain=CGMCC 1.4243,na,latest,Complete Genome,Major,Full,03/08/2022,ASM2450823v1,Jiangsu University,GCA_024508235.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/024/508/235/GCF_024508235.1_ASM2450823v1,na,assembly from type material,na,haploid,archaea,2703393,2703393,65,1,1,1,NCBI RefSeq,GCF_024508235.1-RS_2024_08_16,16/08/2024,2826,2733,52,na
GCF_000404165.1,PRJNA224116,SAMN02602974,na,na,224719,224719,Methanobrevibacter sp. AbM4,strain=AbM4,na,latest,Complete Genome,Major,Full,03/06/2013,ASM40416v1,AgResearch Ltd. & The New Zealand Agricultural Greenhouse Gas Research Centre,GCA_000404165.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/404/165/GCF_000404165.1_ASM40416v1,na,na,na,haploid,archaea,1998189,1998189,29,1,1,1,NCBI RefSeq,GCF_000404165.1-RS_2024_08_13,13/08/2024,1751,1691,47,na
GCF_001477655.1,PRJNA224116,SAMN03438115,na,na,230361,230361,Methanobrevibacter millerae,strain=SM9,na,latest,Complete Genome,Major,Full,22/12/2015,ASM147765v1,PGgRc,GCA_001477655.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/477/655/GCF_001477655.1_ASM147765v1,na,na,na,haploid,archaea,2543538,2543538,32,1,1,1,NCBI RefSeq,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),16/02/2024,2371,2302,47,na
GCF_000091665.1,PRJNA224116,SAMN02603984,na,reference genome,243232,2190,Methanocaldococcus jannaschii DSM 2661,strain=DSM 2661,na,latest,Complete Genome,Major,Full,22/12/1999,ASM9166v1,TIGR,GCA_000091665.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/091/665/GCF_000091665.1_ASM9166v1,na,assembly from type material,na,haploid,archaea,1739927,1739927,31.5,3,3,3,NCBI RefSeq,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),24/04/2023,1903,1816,45,8688087
GCF_000151205.2,PRJNA224116,SAMN02603626,na,na,246969,246969,Thermococcus sp. AM4,strain=AM4,na,latest,Complete Genome,Major,Full,08/09/2011,ASM15120v2,Moore Foundation,GCA_000151205.2,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/151/205/GCF_000151205.2_ASM15120v2,na,na,na,haploid,archaea,2086428,2086428,55,1,1,1,NCBI RefSeq,GCF_000151205.2-RS_2024_08_22,22/08/2024,2322,2263,52,22123768
GCF_000013725.1,PRJNA224116,SAMN02598545,na,reference genome,259564,29291,Methanococcoides burtonii DSM 6242,strain=DSM 6242,na,latest,Complete Genome,Major,Full,10/04/2006,ASM1372v1,DOE Joint Genome Institute,GCA_000013725.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/013/725/GCF_000013725.1_ASM1372v1,na,assembly from type material,na,haploid,archaea,2575032,2575032,41,1,1,1,NCBI RefSeq,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),15/02/2024,2627,2479,65,na
GCF_963668415.1,PRJNA224116,SAMEA114301968,na,na,262503,262503,uncultured Methanospirillum sp.,na,8eaa7107-24d2-47ef-b272-b65bd02509cd,latest,Complete Genome,Major,Full,17/11/2023,piHetPala1.Methanospirillum_sp_1.1,WELLCOME SANGER INSTITUTE,GCA_963668415.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/963/668/415/GCF_963668415.1_piHetPala1.Methanospirillum_sp_1.1,derived from metagenome,na,na,haploid,archaea,3962511,3962511,47,2,2,2,NCBI RefSeq,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),14/01/2024,3701,3598,79,na
GCF_000011585.1,PRJNA224116,SAMEA3138215,na,na,267377,39152,Methanococcus maripaludis S2,strain=S2,na,latest,Complete Genome,Major,Full,04/03/2004,ASM1158v1,University of Washington,GCA_000011585.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/011/585/GCF_000011585.1_ASM1158v1,na,na,na,haploid,archaea,1661137,1661137,33,1,1,1,NCBI RefSeq,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),17/02/2024,1797,1743,50,15466049
GCF_000591055.1,PRJNA224116,SAMEA3138954,na,reference genome,268739,416273,Natronomonas moolapensis 8.8.11,strain=8.8.11,na,latest,Complete Genome,Major,Full,21/02/2013,ASM59105v1,Max-Planck-Institute of Biochemistry,GCA_000591055.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/591/055/GCF_000591055.1_ASM59105v1,na,assembly from type material,na,haploid,archaea,2912573,2912573,64.5,1,1,1,NCBI RefSeq,GCF_000591055.1-RS_2024_03_28,28/03/2024,2945,2822,50,23516216
GCF_000011125.1,PRJNA224116,SAMD00061092,na,reference genome,272557,56636,Aeropyrum pernix K1,strain=K1,na,latest,Complete Genome,Major,Full,11/10/2006,ASM1112v1,NITE,GCA_000011125.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/011/125/GCF_000011125.1_ASM1112v1,na,assembly from type material,na,haploid,archaea,1669696,1669696,56.5,1,1,1,NCBI RefSeq,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),07/01/2024,1759,1704,51,16769697;10382966;16455681
GCF_000011085.1,PRJNA224116,SAMN02603385,na,reference genome,272569,2238,Haloarcula marismortui ATCC 43049,strain=ATCC 43049,na,latest,Complete Genome,Major,Full,02/11/2004,ASM1108v1,Institute for Systems Biology,GCA_000011085.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/011/085/GCF_000011085.1_ASM1108v1,na,assembly from type material,na,haploid,archaea,4274642,4274642,61,9,9,9,NCBI RefSeq,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),17/02/2024,4403,4255,62,15520287
GCF_000195935.2,PRJNA224116,SAMEA3283067,na,reference genome,272844,29292,Pyrococcus abyssi GE5,strain=Orsay,na,latest,Complete Genome,Major,Full,06/05/2003,ASM19593v2,Genoscope,GCA_000195935.2,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/195/935/GCF_000195935.2_ASM19593v2,na,assembly from type material,na,haploid,archaea,1768562,1768562,44.5,2,2,7,NCBI RefSeq,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),12/02/2024,1982,1897,71,10736225;8655503;11381026;12622808
GCF_000007005.1,PRJNA224116,SAMN02603227,na,na,273057,2287,Saccharolobus solfataricus P2,strain=P2,na,latest,Complete Genome,Major,Full,25/11/2002,ASM700v1,European/Canadian Consortium,GCA_000007005.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/007/005/GCF_000007005.1_ASM700v1,na,na,na,haploid,archaea,2992245,2992245,36,1,1,1,NCBI RefSeq,GCF_000007005.1-RS_2024_03_30,30/03/2024,3221,2851,52,na
GCF_000011205.1,PRJNA224116,SAMD00061096,na,reference genome,273063,111955,Sulfurisphaera tokodaii str. 7,strain=7,na,latest,Complete Genome,Major,Full,11/05/2004,ASM1120v1,NITE,GCA_000011205.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/011/205/GCF_000011205.1_ASM1120v1,na,assembly from type material,na,haploid,archaea,2694756,2694756,33,1,1,1,NCBI RefSeq,GCF_000011205.1-RS_2024_03_28,28/03/2024,3015,2857,51,11572479
GCF_000195915.1,PRJNA224116,SAMEA3138325,na,reference genome,273075,2303,Thermoplasma acidophilum DSM 1728,strain=DSM 1728,na,latest,Complete Genome,Major,Full,06/05/2003,ASM19591v1,Max-Plank-Institute,GCA_000195915.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/195/915/GCF_000195915.1_ASM19591v1,na,assembly from type material,na,haploid,archaea,1564906,1564906,46,1,1,5,NCBI RefSeq,GCF_000195915.1-RS_2024_04_04,04/04/2024,1593,1536,51,11029001
GCF_000011185.1,PRJNA224116,SAMD00061089,na,reference genome,273116,50339,Thermoplasma volcanium GSS1,strain=GSS1,na,latest,Complete Genome,Major,Full,11/05/2004,ASM1118v1,"National Institute of Advanced Industrial Science and Technology, Japan",GCA_000011185.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/011/185/GCF_000011185.1_ASM1118v1,na,assembly from type material,na,haploid,archaea,1584804,1584804,40,1,1,1,NCBI RefSeq,GCF_000011185.1-RS_2024_04_04,04/04/2024,1653,1581,51,11121031
GCF_002214545.1,PRJNA224116,SAMN03324168,na,na,277988,277988,Thermococcus thioreducens,strain=OGL-20P,na,latest,Complete Genome,Major,Full,05/07/2017,ASM221454v1,Ecole Normale Superieure de Lyon,GCA_002214545.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/214/545/GCF_002214545.1_ASM221454v1,na,assembly from type material,na,haploid,archaea,2065932,2065932,53.5,1,1,1,NCBI RefSeq,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),05/03/2024,2362,2289,52,na
GCF_002116695.1,PRJNA224116,SAMN06640543,na,reference genome,282676,282676,Acidianus manzaensis,strain=YN-25,na,latest,Complete Genome,Major,Full,01/05/2017,ASM211669v1,"Cental South University, China",GCA_002116695.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/116/695/GCF_002116695.1_ASM211669v1,na,na,na,haploid,archaea,2687463,2687463,30.5,1,1,1,NCBI RefSeq,GCF_002116695.1-RS_2024_03_28,28/03/2024,2792,2705,51,na
